[2026-08-05 11:56:51] [INFO] =================================================================
[2026-08-05 11:56:51] [INFO] DWP Temp Cleanup - Session: 2026-08-05_11-56-51
[2026-08-05 11:56:51] [INFO] Mode       : DRY RUN (no changes will be made)
[2026-08-05 11:56:51] [INFO] Cutoff     : files older than 0 day(s) (before 2026-08-05 11:56:51)
[2026-08-05 11:56:51] [INFO] Targets    : C:\Users\labuser\AppData\Local\Temp, C:\Windows\Temp
[2026-08-05 11:56:51] [INFO] =================================================================
[2026-08-05 11:56:51] [INFO] --- Scanning: C:\Users\labuser\AppData\Local\Temp ---
[2026-08-05 11:56:51] [INFO] Files matching criteria: 102
[2026-08-05 11:56:51] [WARN] Locked, skipped: C:\Users\labuser\AppData\Local\Temp\2\91305b2a-d110-4e24-8c50-0a943c4c976f.tmp
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\011c999740fd44ce9d4d10afd976a09c.json  [0.5 KB, modified 2026-08-05 10:37:54]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\063616b0131447dda7da89242a9255bf.log  [8.4 KB, modified 2026-08-03 08:20:30]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\068b06eeaa1644b68ef456f2141c1a71.exe  [37.6 KB, modified 2023-05-10 10:53:32]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\075f046301bf465fa7a87998eb387d2d.ps1  [16.7 KB, modified 2023-05-10 10:53:30]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\130259747b9a4b6fb60daefde6e81f69.ignore  [0 KB, modified 2023-05-10 10:53:32]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\17145189df064b87a5b89329605bfeec.ps1  [19.7 KB, modified 2023-05-10 10:53:30]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\19d1381ee5124f798c34f8840eb8a67e.exe  [324 KB, modified 2023-05-10 10:53:32]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\19d79a39abd64999b2dc31e5925d1e10.ps1  [17.1 KB, modified 2023-05-10 10:53:30]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\1b8def0f711b48648470e0192b34b545.ignore  [0 KB, modified 2023-05-10 10:53:32]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\1c1ff6204d95458aa50e51b4b1b8bd7a.exe  [143.1 KB, modified 2023-05-10 10:53:32]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\1ce78378bd3747318eedfd778e898af2.ignore  [0 KB, modified 2023-05-10 10:53:32]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\200a1a9204ac401899a8eec3c4b2b374.ps1  [16.2 KB, modified 2023-05-10 10:53:30]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\24ecd174d11e4f29b142bd262d509b80.ignore  [0 KB, modified 2023-05-10 10:53:32]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\2962fcaecda94a9aa28881def2be1706.ps1  [14.5 KB, modified 2023-05-10 10:53:30]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\2cdc1ebe14a04e81af77f5211db7b8be.ps1  [29.4 KB, modified 2023-05-10 10:53:30]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\2d92e66a167b4681a46bf94e3e23f2f6.ps1  [15.5 KB, modified 2023-05-10 10:53:30]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\2dcffd9a694e400697e40718c3982cd0.ps1  [18.4 KB, modified 2023-05-10 10:53:30]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\2fd18293843c4d3ea18029c1dbe3365d.log  [1087.8 KB, modified 2026-08-03 07:56:38]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\308f15723cce4c21a7618f64f3e3f4b6.xml  [0.9 KB, modified 2023-05-10 10:53:32]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\324c6f82e9434aec8f4050130c14a07b.cmd  [2.3 KB, modified 2023-05-10 10:53:32]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\33758d3ea322499cbb424f907aac7176.exe  [143.1 KB, modified 2023-05-10 10:53:32]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\3b975ef737d24231a95cc565236997cf.dat  [0 KB, modified 2026-08-05 08:34:50]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\4903ca1919fe49a9a6dc6a7136d1f388.exe  [142.6 KB, modified 2023-05-10 10:53:32]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\4c66d985f7bf4d9c9644a2f3818868ac.zip  [4342 KB, modified 2026-08-03 07:52:45]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\559990d763874b35bb677069b99329bd.ps1  [18.8 KB, modified 2023-05-10 10:53:30]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\55b3f0e57e6a4006867c01ab0e20d786.log  [0.1 KB, modified 2026-08-05 08:27:44]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\57ded71083c84b4fa57b0ade089bf3ae.ps1  [17 KB, modified 2023-05-10 10:53:30]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\584ffb504bfa4b209711e5f909f85bf3.ignore  [0 KB, modified 2023-05-10 10:53:32]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\59bdefdccc0448458ca11722ca7be82f.ps1  [14.3 KB, modified 2023-05-10 10:53:30]
[2026-08-05 11:56:51] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-05_11-49-32\5ad3bbf927064fb1b31047753628452d.ps1  [15.7 KB, modified 2023-05-10 10:53:30]
