[2026-08-06 08:53:57] [INFO] =================================================================
[2026-08-06 08:53:57] [INFO] DWP Temp Cleanup - Session: 2026-08-06_08-53-57
[2026-08-06 08:53:57] [INFO] Mode       : DRY RUN (no changes will be made)
[2026-08-06 08:53:57] [INFO] Cutoff     : files older than 0 day(s) (before 2026-08-06 08:53:57)
[2026-08-06 08:53:57] [INFO] Targets    : C:\Users\labuser\AppData\Local\Temp, C:\Windows\Temp
[2026-08-06 08:53:57] [INFO] =================================================================
[2026-08-06 08:53:57] [INFO] --- Scanning: C:\Users\labuser\AppData\Local\Temp ---
[2026-08-06 08:53:57] [INFO] Files matching criteria: 115
[2026-08-06 08:53:57] [WARN] Locked, skipped: C:\Users\labuser\AppData\Local\Temp\2\41633f49-db4a-4649-819d-b073e4db82ab.tmp
[2026-08-06 08:53:57] [WARN] Locked, skipped: C:\Users\labuser\AppData\Local\Temp\2\53f83266-e523-4538-9e1d-6b6bf0f8a9b0.tmp
[2026-08-06 08:53:57] [WARN] Locked, skipped: C:\Users\labuser\AppData\Local\Temp\2\f2ebec0d-a23c-4599-a097-fb87d36cee5f.tmp
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\0233c29686924e718cf73a09110c8b3a.log  [0.1 KB, modified 2026-08-06 08:27:53]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\02676340781441f1a926516b4b57f95b.ps1  [16.3 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\080fc579204f41128abac5a91cf232fd.csv  [27 KB, modified 2026-08-05 11:58:36]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\08966a81c44b4a8f98c3325162ec705a.exe  [232225.2 KB, modified 2026-08-05 10:37:47]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\09b55a5fcaf54b1cbd29369630d4f475.ignore  [0 KB, modified 2023-05-10 10:53:32]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\0a4d1c8f011c401b9ef99d585c2df84d.ps1  [14.6 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\0f054de30b784f3491212a27b86e2ef9.rels  [0.5 KB, modified 2023-05-10 10:53:32]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\0fc1b39a9b3a4c78a2a9db9ca46204a9.psmdcp  [3.4 KB, modified 2023-05-10 10:53:32]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\170c0577314f497ab5cedeeb37115c1d.ps1  [23.4 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\198bac3f09234b7a8d42669934257114.log  [0.1 KB, modified 2026-08-05 09:48:51]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\19bff60150194e82b2a1a071e1ee9446.ps1  [14.4 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\1e38719e002a49e5862727f49c2c46c5.txt  [3.7 KB, modified 2023-05-10 10:53:32]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\1f1cb9ae76dc4344a2ad81d42483e838.csv  [27.3 KB, modified 2026-08-05 12:04:55]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\2331e5ed1fa24b429a3f5ab42684263e.psm1  [45.8 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\23615e9bfe6a423b991fbfc14bf41573.ps1  [15.5 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\263585f79ae741dea502b6957aa8cce9.csv  [25 KB, modified 2026-08-05 11:49:36]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\26a0316549f44b289dc6943a5206f018.txt  [1.9 KB, modified 2023-05-10 10:53:32]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\26fcb692b974457b800e9c4fd52c682f.ps1  [15.3 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\282bed63e6cb484abce612b7d6b1ffb5.ignore  [0 KB, modified 2023-05-10 10:53:32]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\2a11f2a546a444cab92af4e5169f7937.log  [0.1 KB, modified 2026-08-06 08:39:50]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\2c3b3fed2cb846b6b21f27a3297e1e24.nuspec  [3.7 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\2cd1dc40edc7441980e20991c5c56b90.ps1  [29.4 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\2e4f25a7ecc744988a9c0909dcab4124.ps1  [16.2 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\30bed7136eb84267adcaeba715143c44.cmd  [1.1 KB, modified 2026-08-03 07:56:44]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\33c018415b36435792d2561c26bd6371.config  [0.1 KB, modified 2023-05-10 10:53:32]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\34906db8dc6e4348a38998076efe1554.ps1  [19.7 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\37db2707a480466b8b8d6d3bc1619ca9.exe  [324 KB, modified 2023-05-10 10:53:32]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\39152251ff0b4d65839f82e6d6684c53.ps1  [28.3 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\3eb543ec52174275af958d1811b2eb13.log  [8.4 KB, modified 2026-08-03 08:20:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\3f88561f4e734de0b23f8aaa25ee21cb.txt  [45.9 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\3fa188f1905e4fe6b74e31f7878d186d.exe  [555.1 KB, modified 2023-05-10 10:53:32]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\41a19c2bf52e4338b38b38878573a18d.zip  [112317.5 KB, modified 2026-08-03 07:53:25]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\4265ad2ec2ef484b825ae4eac4c2bfe7.ps1  [26.7 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\4661051dccfe4bc6b371d51a0db39004.csv  [27.5 KB, modified 2026-08-05 12:21:20]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\47846fa598184945a4cc3215d00af9e5.ps1  [16.8 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\4a7c982c641e476f9b38ca20c6c988a3.ignore  [0 KB, modified 2023-05-10 10:53:32]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\4f28db8d7d3f4c5baf773147c7029bbe.ps1  [16.2 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\4f5da08fd6134439a96d0a111f5c5bec.exe  [226902 KB, modified 2026-08-03 07:55:17]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\4f82c6945adc4b5dbe14adcec76af924.log  [7.7 KB, modified 2026-08-06 08:30:47]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\4fd01defbee64d96aac551848cd6c9b0.ignore  [0 KB, modified 2023-05-10 10:53:32]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\54ff8e5afa904fca9fbb686276f81d11.ps1  [14.4 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\5593c25fe05d41e88808e108d73fc1c7.dat  [0 KB, modified 2026-08-06 08:29:36]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\5902c57f869440c2a6c54c76809f0f79.exe  [143.1 KB, modified 2023-05-10 10:53:32]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\5a982541c35047df93c05b498a07161d.ps1  [14 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\5cdd8882ddf442a0a0d2cc866861ce7f.ps1  [21.7 KB, modified 2023-05-10 10:53:30]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\5d7531f8eedf402d8e8cd6248bc3d571.log  [0.1 KB, modified 2026-08-05 08:27:44]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\601e7489442b49f6b29fdbc8a023cc5a.py  [0.2 KB, modified 2026-08-06 08:29:36]
[2026-08-06 08:53:57] [DRY] Would move: C:\Users\labuser\AppData\Local\Temp\_CleanupBackup\2026-08-06_08-49-23\64958d1c91dc4a2b8513f2d6deaa2321.ps1  [14.8 KB, modified 2023-05-10 10:53:30]
